(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 60-year-old male average build graying hair sharp dark eyes older authoritative facial features Dark maroon Daoist robe smiling warmly handing over a pill looking at 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants smiling faintly handing over spirit stones looking at , inside a luxurious VIP auction room, indoor lighting, warm and opulent atmosphere, eye level
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 25-year-old male skinny build messy black hair sneaky dark eyes ordinary and sleazy facial features Dirty grey hoodie answering confidently gesturing with his hands looking at 30-year-old male lean build short black hair cunning dark eyes ordinary and sleazy facial features Grime grey tattered shirt listening carefully looking back, inside a dimly lit office building in New Demon Sea City, dead of night, dramatic lighting, tense atmosphere
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male lean build short black hair cunning dark eyes ordinary and sleazy facial features Grime grey tattered shirt smiling broadly sitting relaxed looking at 25-year-old male skinny build messy black hair sneaky dark eyes ordinary and sleazy facial features Dirty grey hoodie standing confidently looking back, inside a dimly lit office building in New Demon Sea City, dead of night, dramatic lighting, tense atmosphere
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 25-year-old male skinny build messy black hair sneaky dark eyes ordinary and sleazy facial features Dirty grey hoodie speaking proudly with a determined expression looking at 30-year-old male lean build short black hair cunning dark eyes ordinary and sleazy facial features Grime grey tattered shirt nodding in agreement looking back, inside a dimly lit office building in New Demon Sea City, dead of night, dramatic lighting, tense atmosphere
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 25-year-old male skinny build messy black hair sneaky dark eyes ordinary and sleazy facial features Dirty grey hoodie clenching his fist triumphantly looking at 30-year-old male lean build short black hair cunning dark eyes ordinary and sleazy facial features Grime grey tattered shirt smiling proudly looking back, inside a dimly lit office building in New Demon Sea City, dead of night, dramatic lighting, tense atmosphere
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 50-year-old male average build short silver hair exhausted blue eyes weathered Caucasian facial features Navy blue naval uniform frowning reading a message on a device looking down, inside the command cabin of a warship at sea, early morning, clearing white fog, dim lighting, tense atmosphere
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 35-year-old female extremely heavily obese and muscular black skin build short black hair aggressive dark eyes fierce facial features Dark khaki tank top laughing arrogantly crossing her arms looking out the window, inside the command cabin of a warship at sea, early morning, clearing white fog, dim lighting, dynamic angle
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 35-year-old female extremely heavily obese and muscular black skin build short black hair aggressive dark eyes fierce facial features Dark khaki tank top grinning malevolently speaking loudly looking at 50-year-old male average build short silver hair exhausted blue eyes weathered Caucasian facial features Navy blue naval uniform listening nervously looking back, inside the command cabin of a warship at sea, early morning, clearing white fog, dim lighting, dynamic angle
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 50-year-old male average build short silver hair exhausted blue eyes weathered Caucasian facial features Navy blue naval uniform speaking cautiously with an uneasy expression looking at 35-year-old female extremely heavily obese and muscular black skin build short black hair aggressive dark eyes fierce facial features Dark khaki tank top standing confidently looking back, inside the command cabin of a warship at sea, early morning, clearing white fog, dim lighting, tense atmosphere
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 35-year-old female extremely heavily obese and muscular black skin build short black hair aggressive dark eyes fierce facial features Dark khaki tank top snorting disdainfully making a dismissive gesture looking at 50-year-old male average build short silver hair exhausted blue eyes weathered Caucasian facial features Navy blue naval uniform standing anxiously looking back, inside the command cabin of a warship at sea, early morning, clearing white fog, dim lighting, dynamic angle
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 50-year-old male average build short silver hair exhausted blue eyes weathered Caucasian facial features Navy blue naval uniform looking deeply concerned speaking urgently looking at 35-year-old female extremely heavily obese and muscular black skin build short black hair aggressive dark eyes fierce facial features Dark khaki tank top ignoring him looking away, inside the command cabin of a warship at sea, early morning, clearing white fog, dim lighting, tense atmosphere
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 50-year-old male average build short silver hair exhausted blue eyes weathered Caucasian facial features Navy blue naval uniform emphasizing his point with a hand gesture looking at 35-year-old female extremely heavily obese and muscular black skin build short black hair aggressive dark eyes fierce facial features Dark khaki tank top listening impatiently looking back, inside the command cabin of a warship at sea, early morning, clearing white fog, dim lighting, tense atmosphere
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 35-year-old female extremely heavily obese and muscular black skin build short black hair aggressive dark eyes fierce facial features Dark khaki tank top clenching her fists aggressively shouting proudly looking at 50-year-old male average build short silver hair exhausted blue eyes weathered Caucasian facial features Navy blue naval uniform stepping back slightly looking at her, inside the command cabin of a warship at sea, early morning, clearing white fog, dim lighting, dynamic angle
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 50-year-old male average build short silver hair exhausted blue eyes weathered Caucasian facial features Navy blue naval uniform gritting his teeth in frustration looking down intensely, inside the command cabin of a warship at sea, early morning, clearing white fog, dim lighting, shadowy lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 50-year-old male average build short silver hair exhausted blue eyes weathered Caucasian facial features Navy blue naval uniform looking desperate with wide eyes staring blankly forward, inside the command cabin of a warship at sea, early morning, clearing white fog, dim lighting, shadowy lighting
